poverty,religion,degree,country,age,gender
About Right,yes,yes,USA,49,female
Too Much,yes,no,USA,64,male
Too Much,yes,yes,USA,70,female
Too Little,no,yes,USA,73,male
Too Little,yes,no,USA,72,female
Too Little,yes,no,USA,49,male
Too Little,yes,no,USA,29,male
Too Much,yes,yes,USA,68,male
Too Little,no,no,USA,61,female
Too Little,yes,no,USA,59,male
About Right,yes,no,USA,61,female
About Right,yes,no,USA,54,female
Too Much,yes,yes,USA,38,male
Too Little,yes,no,USA,82,female
Too Much,yes,yes,USA,50,male
Too Much,yes,no,USA,20,male
Too Little,yes,no,USA,85,female
About Right,yes,no,USA,88,male
About Right,yes,no,USA,79,female
About Right,no,no,USA,25,male
About Right,yes,no,USA,75,female
Too Much,yes,no,USA,67,male
Too Much,yes,yes,USA,62,female
Too Little,no,no,USA,62,male
About Right,yes,no,USA,64,female
Too Little,yes,no,USA,40,female
About Right,yes,no,USA,48,female
Too Much,yes,no,USA,39,male
Too Little,yes,no,USA,31,male
Too Little,yes,no,USA,77,female
Too Little,yes,no,USA,43,female
Too Much,yes,yes,USA,37,female
Too Little,yes,no,USA,40,female
Too Much,yes,no,USA,54,male
Too Much,yes,no,USA,55,female
Too Little,yes,no,USA,52,male
Too Little,yes,no,USA,59,female
Too Much,no,no,USA,61,female
Too Little,yes,no,USA,61,male
Too Little,yes,no,USA,48,male
Too Little,yes,no,USA,65,male
Too Little,no,yes,USA,44,female
Too Little,no,yes,USA,47,male
Too Little,yes,no,USA,46,female
Too Little,no,yes,USA,57,female
Too Little,yes,no,USA,71,female
About Right,yes,no,USA,46,male
About Right,yes,no,USA,65,male
Too Little,yes,no,USA,39,male
Too Much,yes,yes,USA,53,male
Too Much,yes,yes,USA,71,female
Too Much,yes,no,USA,72,female
Too Much,yes,no,USA,28,female
Too Little,yes,yes,USA,45,male
About Right,yes,no,USA,22,female
Too Little,yes,no,USA,29,male
About Right,yes,no,USA,49,male
About Right,yes,no,USA,49,male
Too Little,yes,no,USA,34,female
Too Little,yes,no,USA,18,male
Too Little,yes,no,USA,69,male
Too Little,no,no,USA,42,male
Too Little,yes,no,USA,52,female
About Right,yes,no,USA,49,female
About Right,yes,no,USA,30,male
About Right,yes,yes,USA,34,female
Too Little,yes,no,USA,47,female
Too Little,yes,no,USA,60,female
About Right,no,yes,USA,74,male
Too Little,no,yes,USA,43,male
About Right,yes,yes,USA,71,male
About Right,yes,no,USA,77,female
Too Little,yes,no,USA,51,female
Too Little,yes,no,USA,51,male
Too Little,yes,yes,USA,28,male
Too Much,yes,no,USA,63,female
Too Little,yes,no,USA,37,male
Too Little,yes,yes,USA,44,female
Too Much,no,yes,USA,48,female
Too Little,no,yes,USA,32,male
Too Little,no,yes,USA,31,female
About Right,yes,no,USA,55,female
Too Little,yes,no,USA,18,male
Too Much,yes,yes,USA,50,male
Too Much,no,no,USA,66,male
Too Much,yes,yes,USA,71,female
Too Much,yes,no,USA,35,female
Too Much,no,no,USA,27,female
About Right,no,no,USA,35,male
About Right,yes,no,USA,49,male
About Right,yes,no,USA,41,female
About Right,no,no,USA,25,male
About Right,yes,no,USA,25,female
About Right,yes,no,USA,67,female
About Right,yes,no,USA,43,male
Too Much,yes,no,USA,38,female
Too Much,yes,no,USA,73,male
About Right,no,yes,USA,26,female
About Right,yes,no,USA,30,female
About Right,yes,no,USA,71,female
About Right,yes,no,USA,49,male
About Right,yes,no,USA,42,female
About Right,yes,no,USA,25,male
Too Little,yes,no,USA,40,male
Too Little,no,no,USA,24,female
Too Little,yes,no,USA,45,female
Too Much,yes,no,USA,26,male
Too Little,yes,no,USA,74,male
Too Little,yes,no,USA,38,female
Too Little,yes,no,USA,44,female
Too Little,no,no,USA,23,female
Too Little,no,no,USA,83,male
Too Little,yes,no,USA,70,female
Too Little,yes,no,USA,81,male
About Right,yes,no,USA,50,male
Too Little,no,no,USA,36,female
About Right,yes,no,USA,18,male
Too Much,yes,no,USA,38,female
About Right,yes,no,USA,32,female
Too Much,yes,no,USA,34,male
Too Little,yes,no,USA,30,male
About Right,yes,no,USA,45,male
About Right,yes,no,USA,73,male
About Right,yes,no,USA,45,female
Too Much,no,no,USA,51,male
Too Much,yes,yes,USA,44,female
Too Much,yes,no,USA,65,male
Too Much,yes,no,USA,33,male
About Right,yes,yes,USA,65,female
Too Little,no,yes,USA,41,female
Too Little,yes,no,USA,39,male
Too Much,no,no,USA,38,female
Too Little,yes,yes,USA,46,male
Too Much,yes,yes,USA,44,female
About Right,no,yes,USA,60,male
About Right,yes,no,USA,41,male
Too Little,yes,no,USA,33,female
About Right,yes,no,USA,75,female
Too Much,yes,no,USA,76,female
Too Much,yes,no,USA,58,male
Too Much,yes,no,USA,54,male
Too Much,yes,no,USA,55,female
Too Much,yes,no,USA,75,male
About Right,yes,yes,USA,39,male
About Right,yes,no,USA,72,male
Too Little,yes,no,USA,57,female
About Right,no,yes,USA,34,male
Too Little,yes,no,USA,42,female
Too Little,yes,no,USA,37,male
Too Little,yes,no,USA,65,female
Too Much,yes,no,USA,38,male
Too Little,yes,no,USA,38,female
Too Little,no,no,USA,36,female
Too Much,yes,no,USA,49,male
Too Much,yes,yes,USA,32,female
About Right,yes,no,USA,81,male
Too Much,yes,yes,USA,65,male
Too Much,yes,no,USA,23,female
About Right,yes,yes,USA,34,female
Too Little,no,yes,USA,34,male
Too Much,yes,yes,USA,28,female
Too Little,yes,no,USA,69,female
About Right,yes,yes,USA,22,female
Too Little,yes,yes,USA,19,male
About Right,yes,yes,USA,19,female
Too Much,no,yes,USA,25,male
Too Little,no,yes,USA,30,female
Too Little,no,no,USA,27,female
Too Much,yes,yes,USA,56,male
About Right,yes,no,USA,63,female
About Right,yes,no,USA,56,male
Too Much,yes,no,USA,58,female
Too Much,yes,no,USA,62,male
Too Much,yes,no,USA,38,female
Too Little,yes,no,USA,21,male
Too Much,yes,no,USA,52,male
About Right,no,no,USA,38,male
Too Little,yes,no,USA,27,male
About Right,yes,no,USA,78,female
Too Little,no,no,USA,33,male
Too Much,no,no,USA,40,male
Too Much,yes,no,USA,39,male
Too Little,yes,no,USA,42,female
Too Little,yes,no,USA,62,male
Too Much,yes,no,USA,73,male
Too Much,yes,no,USA,60,female
Too Little,yes,no,USA,55,female
About Right,yes,no,USA,18,male
Too Little,no,no,USA,42,female
Too Much,yes,yes,USA,44,male
Too Little,yes,yes,USA,35,female
Too Little,yes,no,USA,37,male
Too Little,yes,yes,USA,34,male
About Right,yes,yes,USA,45,female
Too Little,yes,yes,USA,46,female
About Right,yes,yes,USA,33,male
Too Much,yes,no,USA,72,male
Too Much,yes,no,USA,68,male
About Right,yes,yes,USA,67,female
Too Little,yes,no,USA,45,female
Too Much,yes,no,USA,62,female
Too Little,no,no,USA,72,male
About Right,yes,no,USA,80,male
About Right,yes,no,USA,66,male
Too Much,yes,no,USA,79,male
Too Much,yes,no,USA,78,female
About Right,yes,no,USA,25,female
Too Little,yes,no,USA,73,female
About Right,no,no,USA,22,female
Too Little,no,yes,USA,41,male
Too Little,no,no,USA,18,male
About Right,no,yes,USA,29,male
Too Much,yes,no,USA,68,female
Too Much,yes,no,USA,66,female
Too Little,yes,no,USA,46,male
Too Much,no,no,USA,19,male
Too Much,yes,no,USA,68,male
Too Much,no,no,USA,66,female
Too Much,yes,no,USA,64,female
Too Little,yes,no,USA,71,female
About Right,no,no,USA,25,male
Too Little,yes,no,USA,72,male
Too Much,yes,no,USA,67,female
Too Little,yes,no,USA,55,female
Too Little,yes,no,USA,57,male
Too Much,yes,no,USA,69,male
Too Little,yes,no,USA,91,male
Too Little,no,no,USA,44,female
Too Little,yes,no,USA,78,female
Too Much,yes,no,USA,48,female
About Right,yes,no,USA,65,female
Too Much,yes,yes,USA,67,male
Too Little,yes,no,USA,29,female
Too Little,yes,no,USA,29,female
Too Little,yes,yes,USA,33,female
Too Little,yes,yes,USA,54,female
About Right,yes,yes,USA,37,male
Too Much,yes,yes,USA,47,male
Too Little,yes,no,USA,66,female
Too Little,yes,no,USA,47,male
Too Much,no,no,USA,66,male
Too Much,yes,no,USA,48,female
Too Little,yes,no,USA,30,male
Too Much,yes,yes,USA,35,male
Too Much,yes,no,USA,41,female
Too Much,yes,no,USA,59,female
Too Much,yes,no,USA,42,male
Too Little,yes,yes,USA,38,female
Too Little,yes,no,USA,27,female
Too Little,no,no,USA,58,female
About Right,no,no,USA,20,female
Too Little,no,no,USA,32,male
Too Little,yes,no,USA,30,male
Too Much,yes,no,USA,32,male
Too Much,yes,no,USA,72,female
About Right,no,no,USA,81,female
About Right,yes,no,USA,72,male
Too Little,yes,no,USA,61,male
Too Little,yes,no,USA,74,male
About Right,no,no,USA,45,female
Too Much,yes,no,USA,73,male
Too Little,yes,no,USA,87,male
About Right,yes,yes,USA,50,male
Too Much,no,yes,USA,37,female
About Right,yes,yes,USA,37,female
Too Much,yes,no,USA,58,male
Too Much,yes,yes,USA,25,male
Too Much,yes,no,USA,26,female
About Right,yes,yes,USA,55,male
Too Little,yes,yes,USA,27,male
Too Much,yes,no,USA,81,female
Too Much,yes,no,USA,38,female
Too Much,yes,yes,USA,45,female
Too Much,no,no,USA,45,male
Too Much,no,no,USA,42,male
About Right,yes,no,USA,43,female
About Right,yes,no,USA,19,male
About Right,yes,yes,USA,37,female
Too Much,yes,no,USA,55,male
About Right,no,no,USA,60,female
Too Little,yes,yes,USA,26,male
Too Much,yes,yes,USA,38,female
About Right,yes,yes,USA,39,female
Too Much,yes,no,USA,37,male
Too Little,yes,no,USA,62,female
Too Little,no,no,USA,48,male
Too Little,yes,no,USA,47,male
Too Little,yes,no,USA,73,male
Too Much,no,no,USA,61,female
About Right,yes,no,USA,43,male
Too Little,yes,no,USA,31,female
About Right,no,yes,USA,38,female
Too Little,yes,yes,USA,64,female
About Right,yes,yes,USA,26,male
Too Much,no,no,USA,58,male
About Right,yes,no,USA,41,male
About Right,yes,no,USA,77,female
Too Much,yes,no,USA,69,female
About Right,yes,no,USA,64,male
About Right,yes,no,USA,80,female
Too Much,yes,yes,USA,63,male
Too Little,yes,no,USA,49,male
About Right,no,no,USA,37,female
Too Much,yes,no,USA,63,male
Too Much,yes,yes,USA,55,male
Too Little,no,no,USA,36,male
Too Little,no,no,USA,66,male
Too Much,yes,no,USA,42,female
About Right,yes,no,USA,34,female
Too Little,no,no,USA,53,male
Too Little,yes,no,USA,29,male
Too Little,no,no,USA,67,male
Too Little,yes,no,USA,69,female
Too Much,yes,no,USA,43,female
Too Little,yes,yes,USA,49,male
Too Little,yes,no,USA,34,female
Too Little,yes,no,USA,38,male
Too Little,yes,no,USA,26,female
Too Little,yes,no,USA,49,male
About Right,yes,yes,USA,64,male
About Right,yes,yes,USA,38,male
About Right,yes,yes,USA,36,female
About Right,yes,yes,USA,33,female
About Right,yes,yes,USA,37,female
Too Little,yes,no,USA,21,male
Too Much,yes,no,USA,31,female
Too Little,no,no,USA,37,female
Too Little,yes,yes,USA,52,female
Too Little,yes,no,USA,25,male
About Right,yes,yes,USA,52,female
Too Little,yes,yes,USA,49,female
About Right,yes,yes,USA,65,male
Too Little,yes,yes,USA,55,female
Too Little,no,yes,USA,50,male
Too Little,yes,yes,USA,48,male
Too Little,yes,yes,USA,85,female
Too Little,yes,no,USA,79,male
Too Much,yes,yes,USA,51,male
Too Little,no,yes,USA,75,female
Too Little,no,no,USA,76,female
About Right,yes,no,USA,58,male
About Right,yes,yes,USA,63,female
Too Little,no,yes,USA,80,male
About Right,yes,no,USA,23,male
Too Little,yes,no,USA,70,female
Too Much,yes,no,USA,57,male
Too Much,yes,no,USA,42,female
About Right,yes,no,USA,81,male
Too Much,yes,no,USA,49,female
About Right,no,yes,USA,28,male
Too Little,yes,no,USA,50,female
Too Little,yes,no,USA,46,male
Too Little,no,no,USA,43,male
Too Little,no,no,USA,59,male
Too Little,yes,no,USA,59,male
Too Little,no,no,USA,39,male
Too Little,yes,yes,USA,65,male
Too Little,yes,no,USA,40,female
About Right,no,no,USA,59,female
About Right,yes,no,USA,72,female
About Right,yes,no,USA,71,male
About Right,yes,no,USA,55,female
About Right,yes,no,USA,55,male
Too Little,yes,no,USA,70,male
About Right,yes,no,USA,26,female
About Right,yes,no,USA,45,female
Too Little,yes,no,USA,49,male
Too Little,yes,no,USA,77,female
Too Little,yes,no,USA,53,male
Too Little,yes,no,USA,21,male
Too Little,yes,no,USA,19,female
About Right,no,no,USA,42,male
Too Little,yes,no,USA,36,male
Too Much,yes,no,USA,37,male
Too Much,no,no,USA,59,female
Too Little,yes,no,USA,40,female
About Right,no,no,USA,46,male
Too Little,no,no,USA,42,female
Too Little,yes,yes,USA,41,male
Too Little,no,no,USA,68,male
Too Little,yes,no,USA,49,female
Too Little,yes,no,USA,24,female
Too Little,no,yes,USA,57,female
Too Little,no,no,USA,20,male
About Right,no,no,USA,49,male
Too Little,yes,no,USA,25,male
Too Little,yes,no,USA,76,female
About Right,yes,yes,USA,44,female
About Right,no,yes,USA,38,female
Too Much,yes,no,USA,66,female
Too Little,yes,no,USA,66,female
Too Much,yes,no,USA,37,male
Too Little,yes,yes,USA,50,female
Too Little,yes,yes,USA,43,female
Too Much,yes,yes,USA,68,male
About Right,yes,no,USA,61,male
About Right,no,yes,USA,42,female
About Right,yes,yes,USA,64,male
Too Much,yes,no,USA,59,female
Too Much,yes,yes,USA,56,female
About Right,yes,yes,USA,40,male
Too Little,no,yes,USA,48,male
Too Much,yes,no,USA,47,female
Too Little,no,no,USA,30,female
Too Little,yes,yes,USA,26,female
Too Little,no,no,USA,21,male
Too Much,yes,no,USA,58,female
Too Much,yes,no,USA,64,male
Too Little,yes,no,USA,40,male
Too Little,yes,no,USA,75,male
Too Little,yes,yes,USA,47,female
Too Little,yes,yes,USA,23,female
Too Little,yes,no,USA,43,female
Too Much,no,no,USA,68,female
Too Much,yes,no,USA,32,female
Too Much,yes,no,USA,20,female
About Right,yes,yes,USA,40,female
About Right,yes,no,USA,32,male
Too Much,yes,yes,USA,39,female
Too Little,yes,yes,USA,22,female
Too Much,yes,no,USA,40,female
Too Little,yes,no,USA,22,male
Too Little,yes,yes,USA,39,male
Too Little,yes,yes,USA,35,female
About Right,no,no,USA,79,male
Too Little,yes,no,USA,71,male
Too Little,yes,no,USA,79,female
Too Much,no,no,USA,85,female
Too Much,no,no,USA,23,female
Too Little,yes,no,USA,81,male
Too Much,yes,no,USA,40,male
About Right,yes,no,USA,25,male
Too Much,yes,no,USA,40,male
Too Little,yes,no,USA,30,female
About Right,yes,no,USA,87,male
Too Much,yes,yes,USA,60,male
Too Much,yes,no,USA,71,female
Too Much,yes,yes,USA,72,female
Too Much,yes,no,USA,69,male
Too Much,yes,no,USA,55,female
Too Little,no,no,USA,65,female
Too Much,yes,no,USA,65,male
Too Much,yes,no,USA,37,male
Too Little,no,yes,USA,66,male
About Right,no,no,USA,70,female
About Right,yes,no,USA,65,male
Too Little,yes,no,USA,55,female
Too Much,yes,no,USA,73,male
About Right,no,no,USA,36,female
Too Little,no,no,USA,19,male
Too Little,no,yes,USA,58,female
Too Little,no,yes,USA,30,male
Too Little,yes,yes,USA,40,male
Too Much,yes,no,USA,61,male
Too Little,yes,no,USA,25,female
Too Little,no,no,USA,60,female
Too Little,yes,no,USA,43,male
Too Little,yes,no,USA,47,male
Too Little,yes,no,USA,65,female
Too Little,yes,yes,USA,44,male
Too Much,yes,no,USA,67,male
Too Much,yes,no,USA,39,female
Too Much,yes,no,USA,36,male
Too Much,yes,no,USA,39,female
About Right,yes,yes,USA,46,female
Too Little,yes,yes,USA,26,female
About Right,yes,no,USA,28,male
About Right,yes,no,USA,44,male
Too Little,no,no,USA,28,male
About Right,yes,no,USA,73,male
Too Little,no,no,USA,66,male
Too Much,yes,no,USA,36,female
About Right,yes,yes,USA,41,female
Too Little,yes,no,USA,30,female
Too Little,yes,no,USA,45,female
Too Little,yes,no,USA,31,female
Too Little,yes,yes,USA,36,male
Too Little,yes,no,USA,52,female
Too Little,yes,no,USA,60,male
Too Much,yes,no,USA,60,male
Too Little,yes,yes,USA,39,female
About Right,yes,no,USA,49,female
About Right,yes,no,USA,53,male
Too Much,yes,no,USA,32,male
About Right,yes,yes,USA,62,male
Too Little,yes,no,USA,35,female
Too Little,yes,no,USA,44,female
About Right,yes,no,USA,71,male
Too Much,yes,yes,USA,41,male
Too Little,yes,no,USA,68,female
Too Little,yes,yes,USA,20,male
Too Much,yes,no,USA,60,female
About Right,yes,no,USA,65,female
Too Much,yes,no,USA,50,male
Too Little,yes,no,USA,54,female
Too Much,yes,yes,USA,47,female
Too Much,yes,yes,USA,65,male
Too Much,yes,no,USA,45,female
About Right,yes,yes,USA,60,male
Too Much,no,no,USA,36,female
Too Much,yes,yes,USA,72,male
Too Much,yes,yes,USA,66,female
Too Much,yes,no,USA,78,male
Too Much,yes,yes,USA,30,male
About Right,yes,no,USA,37,female
Too Little,yes,yes,USA,26,male
Too Little,no,yes,USA,35,female
About Right,yes,yes,USA,24,female
About Right,yes,no,USA,38,female
Too Little,yes,no,USA,23,male
About Right,yes,no,USA,21,male
Too Much,yes,no,USA,70,female
Too Much,yes,yes,USA,74,female
Too Much,yes,yes,USA,85,female
Too Much,yes,no,USA,23,male
Too Little,yes,no,USA,35,female
Too Little,yes,no,USA,43,female
Too Much,no,no,USA,35,male
Too Much,no,no,USA,45,male
Too Little,yes,no,USA,47,female
Too Little,no,no,USA,65,male
Too Little,no,no,USA,46,male
Too Much,yes,no,USA,31,female
Too Little,yes,yes,USA,41,female
Too Much,yes,no,USA,77,male
Too Little,yes,no,USA,75,female
About Right,yes,no,USA,78,male
Too Much,yes,no,USA,69,male
Too Little,yes,no,USA,40,female
Too Little,yes,yes,USA,28,female
Too Much,no,no,USA,24,male
About Right,yes,yes,USA,34,female
Too Much,yes,yes,USA,29,male
Too Much,yes,no,USA,83,female
About Right,yes,no,USA,83,male
Too Much,yes,no,USA,81,female
About Right,yes,no,USA,64,female
Too Much,yes,no,USA,72,female
Too Much,yes,no,USA,39,male
About Right,yes,no,USA,38,female
About Right,yes,no,USA,81,female
Too Much,yes,no,USA,46,male
Too Much,yes,no,USA,59,male
About Right,yes,no,USA,66,female
About Right,no,no,Australia,32,female
Too Little,yes,no,Australia,37,female
Too Little,no,no,Australia,32,female
About Right,yes,no,Australia,59,male
Too Little,no,no,Australia,21,female
About Right,yes,yes,Australia,22,female
Too Little,yes,no,Australia,21,female
About Right,yes,no,Australia,39,male
About Right,no,no,Australia,24,female
Too Little,yes,no,Australia,32,male
Too Little,yes,no,Australia,51,female
About Right,no,yes,Australia,21,female
Too Little,yes,yes,Australia,35,female
Too Much,yes,no,Australia,56,female
About Right,no,yes,Australia,32,female
About Right,yes,no,Australia,32,female
Too Little,yes,no,Australia,18,female
About Right,yes,yes,Australia,51,male
Too Little,yes,no,Australia,19,female
Too Little,yes,no,Australia,67,male
Too Much,yes,no,Australia,46,female
Too Much,yes,no,Australia,48,female
About Right,yes,yes,Australia,79,male
Too Little,yes,no,Australia,48,female
Too Little,yes,no,Australia,74,male
Too Little,yes,yes,Australia,43,male
Too Little,yes,no,Australia,49,female
Too Much,no,no,Australia,43,male
Too Little,no,yes,Australia,23,male
Too Little,yes,no,Australia,51,male
Too Much,yes,no,Australia,44,female
Too Little,yes,no,Australia,44,female
Too Little,yes,no,Australia,59,female
Too Little,yes,no,Australia,79,female
Too Little,yes,no,Australia,37,female
Too Little,yes,no,Australia,36,female
About Right,yes,no,Australia,55,male
About Right,yes,no,Australia,26,female
About Right,yes,no,Australia,46,male
Too Little,yes,no,Australia,46,female
About Right,yes,no,Australia,61,male
Too Much,yes,no,Australia,35,male
Too Much,yes,no,Australia,86,male
Too Little,yes,no,Australia,76,female
Too Little,yes,no,Australia,30,male
Too Little,yes,yes,Australia,63,female
Too Little,yes,no,Australia,26,female
Too Much,yes,no,Australia,43,male
About Right,yes,no,Australia,58,female
Too Little,yes,no,Australia,32,male
About Right,yes,no,Australia,86,female
Too Little,yes,no,Australia,55,female
Too Little,yes,no,Australia,76,male
Too Little,yes,no,Australia,27,female
Too Little,yes,no,Australia,41,female
About Right,yes,no,Australia,61,male
Too Little,no,no,Australia,58,female
About Right,yes,no,Australia,56,female
Too Little,yes,yes,Australia,41,female
About Right,yes,no,Australia,76,male
About Right,yes,no,Australia,19,female
Too Much,yes,no,Australia,71,female
About Right,yes,no,Australia,67,male
Too Little,yes,yes,Australia,30,female
Too Little,yes,no,Australia,43,male
Too Little,yes,no,Australia,69,female
Too Little,yes,yes,Australia,25,male
About Right,no,no,Australia,70,female
Too Much,yes,no,Australia,27,male
About Right,yes,no,Australia,21,male
Too Little,no,no,Australia,46,female
Too Little,yes,no,Australia,38,male
Too Little,yes,no,Australia,24,male
Too Little,no,no,Australia,37,female
